"NAME","FACID","STATEID","MCARE_ID","TELEPHONE","FAXPHONE","FACEMAIL","ABBREV","ADDRESS","FAC_CITY","FAC_ST","FAC_ZIP","FACTYPE","OPERSTDESC","CLOSEDDATE","CNTYNAME","LIC_BED_TOTAL","CERT_BED_TOTAL","OPENDATE","BED_EFFECTIVE_DATE"
"GYPSY LANE ENDOSCOPY SUITES, INC","OHL42005","1169AS","36C0001304","3303997215","3307439255","terriseca@aol.com","SL-AS","630 GYPSY LANE","YOUNGSTOWN","OH","44505","L61","ACTIVE","","MAHONING","2","0","04/24/2017","04/24/2017"
"GYPSYS ANGELS HOME HEALTHCARE LLC","OHL50862","0855HHN","","2163223909","","gypsysangels@yahoo.com","SL-HNM","1115 EAST 114TH","CLEVELAND","OH","44108","LA2","ACTIVE","","CUYAHOGA","","","10/20/2022",""
"H&G HOME HEALTH AGENCY LLC","OHL51923","1821HHS","","9375542755","","ann.houser@hg-nh.com","SL-HMED","10856 STATE ROUTE 41","WEST UNION","OH","45693","LA1","ACTIVE","","ADAMS","","","12/12/2023",""
"HALGAN HEALTH AGENCY, LLC","OHL51580","1546HHS","","6144681950","","halganhealth01@gmail.com","SL-HMED","6161 BUSCH BLVD, STE 60","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","08/14/2023",""
"HALL OF FAME REHABILITATION AND NURSING CENTER","OHL01375","1539N","365291","3304562842","3304565343","mthomas@canalhc.com","SL-NH","2714 13TH STREET, NW","CANTON","OH","44708","L11","ACTIVE","","STARK","69","0","05/01/1973","12/31/2022"
"HALLMARK HEALTH CARE","OHL50468","0463HHN","","7403530202","","kimaferguson@yahoo.com","SL-HNM","1220 GAY STREET","PORTSMOUTH","OH","45662","LA2","ACTIVE","","SCIOTO","","","09/30/2022",""
"HAMLET AT CHAGRIN FALLS","OHL03211","2325R","","4402474201","4402471291","debbiec@hamletretirement.com","SL-R","200 HAMLET HILLS DRIVE","CHAGRIN FALLS","OH","44022","L12","ACTIVE","","CUYAHOGA","145","0","07/17/2001","03/04/2008"
"HAMPTON WOODS NURSING CENTER, INC","OHL40576","2457N","366329","3307071300","","gsprouse@woodlandsllc.com","SL-NH","1525 E WESTERN RESERVE ROAD","POLAND","OH","44514","L11","ACTIVE","","MAHONING","70","0","10/17/2006","10/17/2006"
"HAMRO HOME HEALTH CARE LLC","OHL52032","1921HHS","","2342373128","","premkuikel@gmail.com","SL-HMED","11270 MILLWOOD TER NW","PICKERINGTON","OH","43147","LA1","ACTIVE","","FAIRFIELD","","","02/05/2024",""
"HAND CENTER LLC THE","OHL41623","1026AS","36C0001271","6143107373","6143107374","lbates@thcasc.com","SL-AS","1210 GEMINI PLACE","COLUMBUS","OH","43240","L61","ACTIVE","","FRANKLIN","3","0","04/25/2012","04/25/2012"
"HANDS OF FAITH HOME HEALTH AND COMPANIONSHIP AGENC","OHL6982","3570HHN","","5132276681","","dorseydoesit23@yahoo.com","SL-HNM","1435 VINE STREET, STE 422","CINCINNATI","OH","45202","LA2","ACTIVE","","HAMILTON","","","12/10/2024",""
"HANDS OF MERCY FAMILY CARE","OHL51314","1297HHN","","4403401340","","cvanjo@handsofmercyfc.com","SL-HNM","23911 EUCLID AVENUE UNIT A","WICKLIFFE","OH","44092","LA2","ACTIVE","","LAKE","","","04/05/2023",""
"HANDS OF PERFECTION IN-HOMECARE LLC","OHL51502","1478HHN","","5132408345","","hphomecare21@gmail.com","SL-HNM","2848 CLAYPOLE AVENUE","CINCINNATI","OH","45204","LA2","ACTIVE","","HAMILTON","","","06/28/2023",""
"HANDS ON COMFORT HOMECARE","OHL51096","1083HHN","","6143270977","","dgipson1114@gmail.com","SL-HNM","3360 E LIVINGSTON AVE ","COLUMBUS","OH","43227","LA2","ACTIVE","","FRANKLIN","","","08/01/2023",""
"HANDS TO HEARTS LLC","OHL52008","1898HHS","","5134321099","","dlangford@handstoheartshomecare.com","SL-HMED","7577 CENTRAL PARKE BLVD, STE 220","MASON","OH","45040","LA1","ACTIVE","","WARREN","","","01/12/2024",""
"HANDS-ON LOVING CARE LLC","OHL51117","1104HHN","","2167999068","","handsonlovingcarellc@yahoo.com","SL-HNM","9126 SNOW ROAD","PARMA","OH","44130","LA2","ACTIVE","","CUYAHOGA","","","08/03/2023",""
"HANNAH'S HOME CARE OF OHIO, INC.","OHL50479","0474HHN","","5132337320","","rileyoliver@hannahshomecare.com","SL-HNM","8190-A BEECHMONT AVENUE STE 122","CINCINNATI","OH","45255","LA2","ACTIVE","","HAMILTON","","","09/30/2022",""
"HANOVER HEALTHCARE CENTER","OHL01371","1431N","365292","3308371741","3308371747","heather.eckert@chs-corp.com","SL-NH","435 AVIS AVENUE NW","MASSILLON","OH","44646","L11","ACTIVE","","STARK","125","0","06/08/1973","04/30/2023"
"HANSON SERVICES","OHL6908","3533HHN","","2162265425","","kanchan@hansonservices.com","SL-HNM","17017 MADISON AVE","LAKEWOOD","OH","44107","LA2","ACTIVE","","CUYAHOGA","","","10/22/2024",""
"HAPPIER AT HOME OF SOUTHWEST OHIO","OHL99173","2991HHN","","9374247271","","tinab@happierathome.com","SL-HNM","32 W. MAIN STREET","XENIA","OH","45385","LA2","ACTIVE","","GREENE","","","05/22/2024",""
"HAPPY AT HOME CAREGIVING","OHL98772","2059HHN","","9377264989","","sophia.aufderhaar5@gmail.com","SL-HNM","9499 COUNTY RD 25A N","SIDNEY","OH","45365","LA2","ACTIVE","","SHELBY","","","03/13/2024",""
"HAPPY ENDINGS HOME CARE & COMPANIONSHIP L.L.C.","OHL51884","1786HHN","","5133352537","","happyendingshomecare@gmail.com","SL-HNM","60 GOLDFISH LANE","AMELIA","OH","45102","LA2","ACTIVE","","CLERMONT","","","11/16/2023",""
"HAPPY HOME HEALTH CARE","OHL51320","1303HHN","","4192049059","","samleesmommy@gmail.com","SL-HNM","705 BELMONT AVENUE","LIMA","OH","45804","LA2","ACTIVE","","ALLEN","","","03/13/2023",""
"HARBOR HEALTHCARE OF IRONTON","OHL01044","1547N","365564","7404426096","7405326011","ceo@harborhealthcareofironton.com","SL-NH","1050 CLINTON STREET","IRONTON","OH","45638","L11","ACTIVE","","LAWRENCE","125","0","10/04/1974","12/18/2015"
"HARDIN MEMORIAL HOSPITAL","OHL2285","1196LH","361315","4196730761","","crystal.morris@ohiohealth.com","SL-HSP","921 EAST FRANKLIN STREET","KENTON","OH","43326","LH1","ACTIVE","","HARDIN","18","0","09/27/2024","09/27/2024"
"HARDING POINTE","OHL01194","0821N","366340","7403825042","7403755583","dwaite@jaghealthcare.com","SL-NH","340 OAK STREET","MARION","OH","43302","L11","ACTIVE","","MARION","50","0","07/15/1998","01/30/2002"
"HARMAR PLACE","OHL01433","1375N","366001","7403765600","7403765688","kenibert@uchinc.org","SL-NH","401 HARMAR STREET","MARIETTA","OH","45750","L11","ACTIVE","","WASHINGTON","86","0","01/01/1965","04/12/2004"
"HARMONIA HOMECARE LLC","OHL6742","3507HHN","","6145962901","","contact@gtsecurity.net","SL-HNM","6100 CHANNINGWAY BLVD STE 301","COLUMBUS","OH","43232","LA2","ACTIVE","","FRANKLIN","","","09/20/2024",""
"HARMONY AT ANDERSON","OHL42393","2957R","","5139937720","5134294743","jeremyfreeman@harmonyatanderson.com","SL-R","6201 CLOUGH PIKE","CINCINNATI","OH","45244","L12","ACTIVE","","HAMILTON","142","0","","04/28/2022"
"HARMONY AT HOME SERVICES LLC","OHL99352","3160HHN","","7403419900","","spurdy444@gmail.com","SL-HNM","4119 WHIPPLE AVE NW STE D","CANTON","OH","44718","LA2","ACTIVE","","STARK","","","06/26/2024",""
"HARMONY COURT REHAB AND NURSING","OHL01691","0743N","36F499","5133517007","5133511990","administrator@harmony-court.net","SL-NH","6969 GLENMEADOW LANE","CINCINNATI","OH","45237","L11","ACTIVE","","HAMILTON","120","0","08/01/1965","08/01/2002"
"HARMONY HEALTHCARE SERVICES, LLC","OHL50922","0914HHN","","6145481104","","aatanda13@gmail.com","SL-HNM","7509 E MAIN ST, SUITE 209","REYNOLDSBURG","OH","43068","LA2","ACTIVE","","FAIRFIELD","","","03/14/2023",""
"HARMONY HOME CARE INC","OHL50534","0529HHN","","4408771977","","nmagovichhhc@gmail.com","SL-HNM","13700 STATE RD SUITE 11","NORTH ROYALTON","OH","44133","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"HARMONY HOME CARE SKILLED SERVICES INC","OHL99404","3212HHS","","4404591040","","afriedman@epichomecareohio.com","SL-HMED","5161 MAYFIELD RD. 2ND FLOOR","LYNDHURST","OH","44124","LA1","ACTIVE","","CUYAHOGA","","","08/04/2024",""
"HARMONY HOME CARE SOLUTIONS LLC","OHL9976","3381HHS","","6143814408","","harmonyhcare108@gmail.com","SL-HMED","6402 E MAIN ST., SUITE #206","REYNOLDSBURG","OH","43068","LA1","ACTIVE","","FRANKLIN","","","10/25/2024",""
"HARMONY HOSPICE CARE","OHL41646","0212HSP","361680","2162329980","2162329981","ed@harmonyhospiceohio.com","SL-HOS","25825 SCIENCE PARK DRIVE","BEACHWOOD","OH","44122","L31","ACTIVE","","CUYAHOGA","","","12/18/2012",""
"HARMONY HOUSE CARES LLC","OHL98975","2252HHN","","2165051372","","harmonyhousecares@gmail.com","SL-HNM","2000 AUBURN DRIVE #200","BEACHWOOD","OH","44122","LA2","ACTIVE","","CUYAHOGA","","","04/01/2024",""
"HARMONYCARES HOME HEALTH","OHL42556","0145HHS","","3307588428","","dwilmot@harmonycares.com","SL-HMED","4435 AICHOLTZ ROAD, STE 400","CINCINNATI","OH","45245","LA1","ACTIVE","","CLERMONT","","","09/30/2022",""
"HARMONYCARES HOME HEALTH","OHL50563","0557HHS","","2167312980","4409428374","knappi@harmonycares.com","SL-HMED","7206 MARKET STREET STE C","YOUNGSTOWN","OH","44512","LA1","ACTIVE","","MAHONING","","","09/30/2022",""
"HARRIS HOMECARE LLC","OHL51164","1149HHN","","4408570034","","harrishomecarellc@yahoo.com","SL-HNM","6779 MEMPHIS AVE SUITE #5","BROOKLYN","OH","44144","LA2","ACTIVE","","CUYAHOGA","","","01/03/2023",""
"HARRISON COMMUNITY HOSPITAL","OHL2654","1022LH","361311","7409428625","","heather.stack@wvumedicine.org","SL-HSP","951 EAST MARKET STREET","CADIZ","OH","43907","LH1","ACTIVE","","HARRISON","25","0","09/19/2024","09/19/2024"
"HARRISON DIALYSIS","OHL41820","1106DC","362806","5132020373","5132020819","vickie.thompson@davita.com","SL-DC","10475 HARRISON AVENUE","HARRISON","OH","45030","L63","ACTIVE","","HAMILTON","13","0","10/21/2014","10/21/2014"
"HARRISON ON 5TH","OHL50991","2964R","","3802151412","3802151413","nthompson@seniorstar.com","SL-R","579 W FIFTH AVENUE","COLUMBUS","OH","43201","L12","ACTIVE","","FRANKLIN","180","0","03/07/2023","03/07/2023"
"HARRISON PAVILION CARE CENTER","OHL01679","0192N","365065","5136625800","5133894584","cking@harrisonpavilionhc.com","SL-NH","2171 HARRISON AVENUE","CINCINNATI","OH","45211","L11","ACTIVE","","HAMILTON","84","0","05/01/1964","04/27/2009"
"HARRISON TRAIL HEALTH CAMPUS","OHL42331","2927R","","5138451465","5138451466","emily.wolf-lewis@harrisontrailhc.com","SL-R","10460 PROGRESS WAY","HARRISON","OH","45030","L12","ACTIVE","","HAMILTON","41","0","05/06/2021","05/06/2021"
"HARRISON TRAIL HEALTH CAMPUS","OHL42330","2926N","366483","5138451465","5138451466","emily.wolf-lewis@harrisontrailhc.com","SL-NH","10460 PROGRESS WAY","HARRISON","OH","45030","L11","ACTIVE","","HAMILTON","54","0","05/04/2021","05/04/2021"
"HART'S HOME HEALTH CARE, LLC","OHL51961","1857HHN","","9373931223","","hartshhc@yahoo.com","SL-HNM","5259 STATE ROUTE 73","HILLSBORO","OH","45133","LA2","ACTIVE","","HIGHLAND","","","12/28/2023",""
"HARVARD GARDENS REHABILITATION & CARE CENTER","OHL00155","1319N","365828","2167523600","2167525612","estein@harvardgardensrehab.com","SL-NH","18810 HARVARD AVENUE","CLEVELAND","OH","44122","L11","ACTIVE","","CUYAHOGA","130","0","06/01/1967","12/29/2023"
"HASHTAG TOGETHER CARE GROUP","OHL99425","3233HHN","","4782346702","","12767nerissa@gmail.com","SL-HNM","5247 WILSON MILLS ROAD #513","RICHMOND HEIGHTS","OH","44143","LA2","ACTIVE","","CUYAHOGA","","","07/31/2024",""
"HATTIE JEAN HOME HEALTHCARE LLC","OHL98922","2204HHN","","3309803570","","tanikavelafontae@gmail.com","SL-HNM","345 HIGH ST","WARREN","OH","44481","LA2","ACTIVE","","TRUMBULL","","","04/23/2024",""
"HATTIE MAE'S HOME CARE AGENCY, LLC","OHL99204","3021HHN","","3302405438","","latoyajohnson674@gmail.com","SL-HNM","2641 TOD AVE NW","WARREN","OH","44485","LA2","ACTIVE","","TRUMBULL","","","06/18/2024",""
"HAVEN AT LAKEWOOD","OHL00074","2014R","","2162282266","2162288811","stephen.kenyon@havenatlakewood.com","SL-R","1341 MARLOWE AVENUE","LAKEWOOD","OH","44107","L12","ACTIVE","","CUYAHOGA","121","0","02/11/1997","06/20/2012"
"HAVEN HOME CARE INC","OHL50513","0508HHN","","2343124980","","chynna@havencares.com","SL-HNM","151 PORTAGE TRAIL LL#3","CUYAHOGA FALLS","OH","44221","LA2","ACTIVE","","SUMMIT","","","09/30/2022",""
"HAVEN HOME SUPPORT LLC","OHL6729","3485HHS","","6149291028","","mustafamead.56@gmail.com","SL-HMED","1251 W BROAD ST ROOM110","COLUMBUS","OH","43222","LA1","ACTIVE","","FRANKLIN","","","11/07/2024",""
"HAVEN WORLD HOMECARE LLC","OHL7173","3815HHN","","6147436064","","dufietracy@gmail.com","SL-HNM","4398 CAMBERRY CT","DUBLIN","OH","43016","LA2","ACTIVE","","FRANKLIN","","","03/09/2025",""
"HAVENS CORNER HOME HEALTHCARE, LLC","OHL52109","1991HHS","","6145990059","","havenscornerhomehealthcare@gmail.com","SL-HMED","7640 SLATE RIDGE RD","REYNOLDSBURG","OH","43068","LA1","ACTIVE","","FAIRFIELD","","","02/22/2024",""
"HAWTHORN GLEN NURSING CENTER","OHL01815","1936N","365813","5138637775","5138630684","jmatteson@hawthornglennursing.com","SL-NH","5414 HANKINS ROAD","MIDDLETOWN","OH","45044","L11","ACTIVE","","BUTLER","74","0","10/12/1990","01/29/2002"
"HAYER HOME HEALTHCARE","OHL51896","1796HHN","","2162906800","","hayerhomehealthcare@gmail.com","SL-HNM","5 SEVERANCE CIRCLE STE 417","CLEVELAND HEIGHTS","OH","44118","LA2","ACTIVE","","CUYAHOGA","","","11/08/2023",""
"HAYES HEALTH SERVICES LLC","OHL98797","2083HHN","","9377417218","","admin1@hayeshealthservices.com","SL-HNM","4314 LINDEN AVE STE 200","DAYTON","OH","45432","LA2","ACTIVE","","MONTGOMERY","","","02/14/2024",""
"HBS SENIOR CARE SERVICES, LLC","OHL52107","1989HHN","","2166471953","","maryellen.mcandrew@gmail.com","SL-HNM","5789 OVERLOOK WAY","NORTH RIDGEVILLE","OH","44039","LA2","ACTIVE","","LORAIN","","","02/05/2024",""
"HEALING HANDS INC","OHL99472","3280HHN","","7403850710","","healinghands0710@yahoo.com","SL-HNM","30605 STAGECOACH ROAD","LOGAN","OH","43138","LA2","ACTIVE","","HOCKING","","","09/05/2024",""
"HEALING HAVEN HEALTHCARE LLC","OHL6976","3528HHN","","5132668303","","shay87cole@gmail.com","SL-HNM","2346 ROOSEVELT AVE","CINCINNATI","OH","45231","LA2","ACTIVE","","HAMILTON","","","11/18/2024",""
"HEALING HEARTS HOMECARE LLC","OHL98958","2237HHN","","5132120733","","healingheartshomecare24@gmail.com","SL-HNM","6700 VINE STREET STE A","CINCINNATI","OH","45216","LA2","ACTIVE","","HAMILTON","","","03/13/2024",""
"HEALING HOME HEALTH SERVICES","OHL50573","0567HHS","","2169304699","","healinghhc2016@gmail.com","SL-HMED","17325 EUCLID AVE SUITE 2033","CLEVELAND","OH","44112","LA1","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"HEALING PATHWAYS WELLNESS GROUP, LLC","OHL7317","3900HHN","","2167691329","","hpwgcle@gmail.com","SL-HNM","9250 MILES PARK AVE","CLEVELAND","OH","44105","LA2","ACTIVE","","CUYAHOGA","","","02/10/2025",""
"HEALING SPRINGS MED-CARE LLC","OHL51714","1674HHS","","5136792104","","ku.healingsprings@gmail.com","SL-HMED","1821 SUMMIT ROAD, STE 200","CINCINNATI","OH","45237","LA1","ACTIVE","","HAMILTON","","","09/29/2023",""
"HEALING TOUCH AGENCY LLC","OHL51759","1716HHN","","9378138333","","healingtouch12@yahoo.com","SL-HNM","201 RIVERSIDE DRIVE SUITE 1D","DAYTON","OH","45405","LA2","ACTIVE","","MONTGOMERY","","","10/19/2023",""
"HEALING TOUCH HOME CARE LLC","OHL51827","1779HHS","","5132370119","","titamangaf@gmail.com","SL-HMED","7908 CINCINNATI-DAYTON ROAD, STE N","WEST CHESTER","OH","45069","LA1","ACTIVE","","BUTLER","","","11/06/2023",""
"HEALINGDRIVE HOMEHEALTH LLC","OHL6731","3487HHS","","6149271418","","info@healingdrivehomehealth.com","SL-HMED","1756 BRICE ROAD","REYNOLDSBURG","OH","43068","LA1","ACTIVE","","FRANKLIN","","","11/12/2024",""
"HEALINGDRIVE HOMEHEALTH LLC","OHL98942","2222HHN","","2166325940","","jtaku@healingdrivehomehealth.com","SL-HNM","1756 BRICE RD","REYNOLDSBURG","OH","43068","LA2","ACTIVE","","FAIRFIELD","","","04/26/2024",""
"HEALTH ALLIANCE PLAN OF MICHIGAN","OHH0008","0008HMO","","8004623589","4198872013","not available","SL-HMO","2850 WEST GRAND BLVD","DETROIT","MI","48202","L50","ACTIVE","","WAYNE","","","",""
"HEALTH ASSURANCE HMO","OHH0041","0041HMO","","8007354404","4124975880","not available","SL-HMO","11 STANWIX STREET STE 2300","PITTSBURGH","PA","15222","L50","ACTIVE","","ALLEGHENY","","","07/31/1995",""
"HEALTH CARE ASSURANCE LLC","OHL51772","1728HHN","","2167722443","","healthcare.assurance@gmail.com","SL-HNM","23860 HARMS RD","RICHMOND HEIGHTS","OH","44143","LA2","ACTIVE","","CUYAHOGA","","","10/10/2023",""
"HEALTH CARE BRIDGE","OHL50669","0663HHN","","2163827621","","january@healthcarebridgellc.com","SL-HNM","3733 PARK EAST DRIVE","BEACHWOOD","OH","44122","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"HEALTH CARE CONCIERGE","OHL51058","1047HHN","","6148464663","","healthcareconcierge@gmail.com","SL-HNM","8000 WALTON PARKWAY, STE 240","NEW ALBANY","OH","43054","LA2","ACTIVE","","FRANKLIN","","","12/01/2022",""
"HEALTH CARE CONNECT LLC","OHL50660","0654HHS","","4403370066","","aishamjohnson88@gmail.com","SL-HMED","6175 SOM CENTER RD ","SOLON","OH","44139","LA1","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"HEALTH CARE PLUS","OHL51059","1048HHS","","6143407587","","kphelps@mardencompanies.com","SL-HMED","125 PUTNAM STREET, STE 300","MARIETTA","OH","45750","LA1","ACTIVE","","WASHINGTON","","","07/19/2023",""
"HEALTH CARE REVOLUTION LLC","OHL51050","1040HHS","","4194709860","","jasah@hcrevllc.com","SL-HMED","1028 N HOLLAND SYLVANIA RD","TOLEDO","OH","43615","LA1","ACTIVE","","LUCAS","","","09/30/2022",""
"HEALTH CENTER AT THE RENAISSANCE","OHL00246","1904N","365759","4402357100","4402357115","aritchie@elizajen.org","SL-NH","26376 JOHN ROAD","OLMSTED TWP","OH","44138","L11","ACTIVE","","CUYAHOGA","90","0","01/11/1989","04/29/2022"
"HEALTH GUARD","OHH0055","0055HMO","","8003568434","6146763319","not available","SL-HMO","3000 GUERNSEY STREET","BELLAIRE","OH","43906","L50","ACTIVE","","BELMONT","","","01/28/1977",""
"HEALTH MANAGEMENT NURSING SERVICES, INC","OHL51386","1366HHS","","7403779095","","dcraft@qcnservices.net","SL-HMED","501 WASHINGTON STREET, STE 13","SOUTH POINT","OH","45680","LA1","ACTIVE","","LAWRENCE","","","09/30/2022",""
"HEALTH PLAN THE","OHH0012","0012HMO","","8006246961","7406955297","jennifera@healthplan.org","SL-HMO","52160 NATIONAL ROAD EAST","SAINT CLAIRSVILLE","OH","43950","L50","ACTIVE","","BELMONT","","","03/30/1980",""
"HEALTH STAFFING AGENCY LLC","OHL7066","3695HHN","","5134009164","","kedahaynes06@gmail.com","SL-HNM","1630 PLEASANT ST, APT 1","CINCINNATI","OH","45202","LA2","ACTIVE","","HAMILTON","","","01/10/2025",""
"HEALTH WITH HEART SENIOR SERVICES","OHL51568","1536HHN","","5132298888","","richard@healthwithheart.com","SL-HNM","7368 KINGSGATE WAY, SUITE A","WEST CHESTER","OH","45069","LA2","ACTIVE","","BUTLER","","","08/08/2023",""
"HEALTHCARE HELPERS OHIO","OHL51803","1757HHN","","6147338505","","healthcarehelpersohio@gmail.com","SL-HNM","1272 SALING DRIVE","COLUMBUS","OH","43229","LA2","ACTIVE","","FRANKLIN","","","11/03/2023",""
"HEALTHCARESTAR HOME HEALTH LLC","OHL50445","0440HHS","","6149568242","","samuelgmaina1@gmail.com","SL-HMED","2101 S HAMILTON ROAD, SUITE 214","COLUMBUS","OH","43232","LA1","ACTIVE","","FRANKLIN","","","10/11/2022",""
"HEALTHLAND HOME CARE, LLC","OHL51702","1662HHN","","4409334450","","sbrake@healthlandhomecare.com","SL-HNM","680 MOORE RD #107","AVON LAKE","OH","44012","LA2","ACTIVE","","LORAIN","","","09/08/2023",""
"HEALTHNET HOME HEALTH GROUP, INC.","OHL7274","3907HHS","","5139860007","","healthnethhgroup@gmail.com","SL-HMED","400 TECHNE CENTER DR., SUITE 103","MILFORD","OH","45150","LA1","ACTIVE","","CLERMONT","","","03/24/2025",""
"HEALTHPRO HERITAGE REHAB & FITNESS LLC","OHL50847","0840HHS","","3305775037","","treynold-taylor@healthpro-heritage.com","SL-HMED","141 CHESTNUT HILL DRIVE","RAVENNA","OH","44266","LA1","ACTIVE","","PORTAGE","","","09/22/2022",""
"HEALTHPRO INC.","OHL51529","1502HHS","","6148647340","","healthpronurse@aol.com","SL-HMED","950 TAYLOR STATION RD, SUITE H","GAHANNA","OH","43230","LA1","ACTIVE","","FRANKLIN","","","07/19/2023",""
"HEALTHSOUCE OHIO, INC","OHH0039","0039HMO","","8003050320","5132967474","not available","SL-HMO","580 LINCOLN PARK BLVD SUITE 100","DAYTON","OH","45429","L50","ACTIVE","","MONTGOMERY","","","12/09/1994",""
"HEALTHSTARS HOME CARE LLC","OHL99045","2864HHN","","5133015390","","healthstarshomecare@outlook.com","SL-HNM","909 YORKHAVEN RD","CINCINNATI","OH","45240","LA2","ACTIVE","","HAMILTON","","","04/10/2024",""
"HEALTHY HEARTS AGENCY LLC","OHL50503","0498HHN","","9376106545","","ayshiamustapha@gmail.com","SL-HNM","683 MIAMISBURG CENTERVILLE RD ROOM 202","DAYTON","OH","45459","LA2","ACTIVE","","MONTGOMERY","","","10/31/2022",""
"HEALTHY HOME CARE SOLUTIONS LLC","OHL51740","1698HHN","","5137808566","","healthyhomecaresolution@gmail.com","SL-HNM","8200 BECKETT PARK DRIVE","WEST CHESTER","OH","45069","LA2","ACTIVE","","BUTLER","","","10/11/2023",""
"HEALTHY HOME CARE, LLC","OHL99200","3018HHS","","5137650768","","lkuikel@myhealthyhomecare.org","SL-HMED","7198 PIPPIN RD","CINCINNATI","OH","45239","LA1","ACTIVE","","HAMILTON","","","06/12/2024",""
"HEALTHY LIFE HOME HEALTHCARE, LLC","OHL42489","0079HHS","","6148653368","","healthylifehh@att.net","SL-HMED","5454 CLEVELAND AVENUE, SUITE 202","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"HEART AND SOUL HOME CARE LLC","OHL51098","1085HHN","","4195035833","","brittanybates@heartandsoulhomecare.com","SL-HNM","5151 MONROE STREET, STE 210 B","TOLEDO","OH","43615","LA2","ACTIVE","","LUCAS","","","07/20/2023",""
"HEART AT HOME COMPASSION CARE LLC","OHL50404","0399HHN","","4195513178","","heartathomecc@outlook.com","SL-HNM","12909 OH 15","MONTPELIER","OH","43543","LA2","ACTIVE","","WILLIAMS","","","10/04/2022",""
"HEART O' GOLD HOME CARE LLC","OHL51218","1206HHS","","3305467107","","hbowers@heartogoldhomecare.com","SL-HMED","2912 WHIPPLE AVE NW UNIT 8","CANTON","OH","44708","LA1","ACTIVE","","STARK","","","01/30/2023",""
"HEART OF GOLD HOME CARE AGENCY LLC","OHL99044","2863HHN","","5139759607","","murphramona@gmail.com","SL-HNM","260 NORTHLAND BLVD STE 220","CINCINNATI","OH","45246","LA2","ACTIVE","","HAMILTON","","","04/10/2024",""
